24,2,4.683
24,3,4.629
25,1,0.889
25,2,0.451
25,3,0.401
26,1,0.416
26,2,0.358
26,3,0.390
27,1,0.846
27,2,0.418
27,3,0.399
28,1,5.588
28,2,1.098
28,3,1.102
29,1,14.458
29,2,14.018
29,3,13.869
30,1,2.421
30,2,2.384
30,3,2.392
31,1,1.131
31,2,0.690
31,3,0.702
32,1,2.500
32,2,0.941
32,3,0.905
33,1,4.436
33,2,4.382
33,3,4.296
34,1,7.116
34,2,4.036
34,3,3.935
35,1,6.994
35,2,3.988
35,3,3.916
36,1,1.075
36,2,1.003
36,3,0.998
37,1,0.148
37,2,0.082
37,3,0.076
38,1,0.061
38,2,0.032
38,3,0.036
39,1,0.097
39,2,0.032
39,3,0.033
40,1,0.201
40,2,0.148
40,3,0.146
41,1,0.144
41,2,0.019
41,3,0.019
42,1,0.083
42,2,0.017
42,3,0.014
43,1,0.034
43,2,0.017
43,3,0.013
1,1,0.001
1,2,0.001
1,3,0.001
2,1,0.299
2,2,0.017
2,3,0.016
3,1,0.361
3,2,0.042
3,3,0.042
4,1,0.532
4,2,0.050
4,3,0.050
5,1,1.699
5,2,1.683
5,3,1.650
6,1,1.893
6,2,1.608
6,3,1.624
7,1,0.275
7,2,0.027
7,3,0.030
8,1,0.028
8,2,0.021
8,3,0.025
9,1,0.896
9,2,0.609
9,3,0.582
10,1,0.696
10,2,0.660
10,3,0.654
11,1,0.540
11,2,0.218
11,3,0.220
12,1,0.598
12,2,0.243
12,3,0.244
13,1,1.096
13,2,1.061
13,3,1.094
14,1,1.370
14,2,1.341
14,3,1.381
15,1,1.324
15,2,1.206
15,3,1.214
16,1,0.702
16,2,0.666
16,3,0.674
17,1,2.990
17,2,2.644
17,3,2.936
18,1,2.020
18,2,2.038
18,3,2.034
19,1,5.260
19,2,5.393
19,3,5.491
20,1,0.045
20,2,0.025
20,3,0.026
21,1,5.829
21,2,1.415
21,3,1.466
22,1,3.374
22,2,1.217
22,3,1.198
23,1,4.415
23,2,2.207
23,3,2.171
24,1,21.464
24,2,4.680
24,3,4.643
25,1,0.456
25,2,0.457
25,3,0.396
26,1,0.373
26,2,0.350
26,3,0.358
27,1,0.435
27,2,0.396
27,3,0.394
28,1,2.994
28,2,1.127
28,3,1.069
29,1,14.544
29,2,13.904
29,3,13.877
30,1,2.402
30,2,2.396
30,3,2.393
31,1,0.779
31,2,0.696
31,3,0.688
32,1,1.275
32,2,0.913
32,3,0.933
33,1,4.466
33,2,4.286
33,3,4.277
34,1,4.164
34,2,3.962
34,3,3.942
35,1,4.316
35,2,3.995
35,3,3.952
36,1,1.034
36,2,0.985
36,3,0.995
37,1,0.128
37,2,0.082
37,3,0.080
38,1,0.043
38,2,0.039
38,3,0.036
39,1,0.084
39,2,0.030
39,3,0.030
40,1,0.192
40,2,0.148
40,3,0.143
41,1,0.122
41,2,0.019
41,3,0.021
42,1,0.068
42,2,0.015
42,3,0.015
43,1,0.022
43,2,0.015
43,3,0.014
1,1,0.003
1,2,0.001
1,3,0.001
2,1,0.497
2,2,0.015
2,3,0.015
3,1,0.661
3,2,0.043
3,3,0.038
4,1,0.899
4,2,0.056
4,3,0.052
5,1,1.732
5,2,1.653
5,3,1.684
6,1,2.572
6,2,1.532
6,3,1.588
7,1,0.468
7,2,0.039
7,3,0.028
8,1,0.039
8,2,0.021
8,3,0.025
9,1,1.255
9,2,0.689
9,3,0.595
10,1,0.719
10,2,0.654
10,3,0.665
11,1,0.651
11,2,0.220
11,3,0.214
12,1,0.720
12,2,0.249
12,3,0.246
13,1,1.135
13,2,1.080
13,3,1.037
14,1,1.411
14,2,1.338
14,3,1.341
15,1,2.251
15,2,1.200
15,3,1.216
16,1,0.716
16,2,0.665
16,3,0.654
17,1,3.018
17,2,2.916
17,3,3.078
18,1,2.202
18,2,2.025
18,3,1.832
19,1,5.902
19,2,5.213
19,3,5.405
20,1,0.093
20,2,0.040
20,3,0.024
21,1,8.944
21,2,1.339
21,3,1.334
22,1,6.794
22,2,1.275
22,3,1.213
23,1,7.307
23,2,2.185
23,3,2.318
24,1,33.337
24,2,4.662
24,3,4.717
25,1,0.911
25,2,0.415
25,3,0.464
26,1,0.406
26,2,0.408
26,3,0.363
27,1,0.852
27,2,0.409
27,3,0.399
28,1,5.591
28,2,1.359
28,3,1.349
29,1,15.327
29,2,14.442
29,3,14.518
30,1,2.413
30,2,2.365
30,3,2.380
31,1,1.155
31,2,0.721
31,3,0.735
32,1,2.373
32,2,0.933
32,3,0.927
33,1,4.495
33,2,4.294
33,3,4.285
34,1,7.109
